Observacion	ID	Sexo	SexoNum	Edad	Fuma	Estatura	Colegio	Estrato	Financiacion	Acumulado	P1	P2	P3	Final	Definitiva	Gastos	Ingreso	Gas	Clases	Ley	PandemiaCat	PandemiaNum	Likert1	Likert2	Likert3	Likert4	Likert5	AGPEQ1	AGPEQ2	AGPEQ3	SATS1	SATS2	SATS3	SATS4	IDARE1.1	IDARE1.2	IDARE1.3	IDARE1.4	IDARE1.5	IDARE2.6	IDARE2.7	IDARE2.8	IDARE2.9	IDARE2.10	Puntaje
229	SB11201910040462	Masculino	1	21.47	Si	Media	Publico	3	Credito	2.9	2.3	2.4	3.3	4.3	3.08	52.2	1.74	19.87	Presencial	De acuerdo	De acuerdo	3	3	4	3	5	2	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Indeciso	En desacuerdo	En desacuerdo	Indeciso	Bastante	Bastante	Poco	No en lo absoluto	Bastante	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Algunas veces	22
230	SB11201910021559	Masculino	1	18.06	Si	Alta	Publico	1	Credito	3.53	3.5	2.5	2.8	3.9	3.18	76.5	2.55	22.31	Virtual	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	1	5	1	5	4	Ni de acuerdo, ni en desacuerdo	De acuerdo	Totalmente de acuerdo	De acuerdo	Totalmente de acuerdo	De acuerdo	En desacuerdo	Bastante	Poco	Bastante	No en lo absoluto	Bastante	Algunas veces	Casi siempre	Frecuentemente	Frecuentemente	Frecuentemente	21
231	SB11201910021351	Masculino	1	16.9	Si	Media	Publico	3	Credito	2.7	2	1.2	3.2	3.6	2.5	55.7	2.19	22.97	Presencial	En desacuerdo	En desacuerdo	1	4	1	5	2	5	De acuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Indeciso	Indeciso	Indeciso	Indeciso	Poco	Poco	Poco	Poco	Poco	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Algunas veces	27
232	SB11201910040423	Femenino	0	16.89	Si	Media	Publico	2	Credito	2.78	1.4	3.4	3.5	3.5	2.95	41.7	1.39	18.17	Presencial	En desacuerdo	De acuerdo	3	2	2	2	5	2	Totalmente de acuerdo	En desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	En desacuerdo	En desacuerdo	En desacuerdo	Mucho	Mucho	No en lo absoluto	No en lo absoluto	Mucho	Casi nunca	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	19
233	SB11201910028154	Masculino	1	21.73	Si	Media	Publico	3	Credito	4.05	5	2.8	3.7	5	4.13	46.2	1.54	23.52	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	2	1	3	5	4	De acuerdo	En desacuerdo	De acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	En desacuerdo	Bastante	Bastante	No en lo absoluto	No en lo absoluto	Bastante	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	Algunas veces	18
234	SB11201910021587	Masculino	1	18.65	Si	Media	Publico	2	Credito	3.83	4.3	3.2	4	3.3	3.7	45.9	1.53	21.6	Presencial	De acuerdo	De acuerdo	3	1	4	4	3	3	De acuerdo	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	Indeciso	Totalmente en desacuerdo	De acuerdo	Mucho	Mucho	Poco	No en lo absoluto	Mucho	Frecuentemente	Algunas veces	Frecuentemente	Frecuentemente	Algunas veces	18
235	SB11201910047249	Masculino	1	16.39	Si	Baja	Publico	3	Credito	4.11	4.5	3.2	4	3.5	3.8	62	2	24.24	Presencial	En desacuerdo	En desacuerdo	1	1	1	3	5	1	En desacuerdo	Ni de acuerdo, ni en desacuerdo	En desacuerdo	De acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Mucho	Mucho	Poco	Poco	Bastante	Frecuentemente	Casi nunca	Casi nunca	Casi nunca	Casi nunca	17
236	SB11201910021567	Masculino	1	17.05	Si	Baja	Publico	3	Credito	3.68	4	2.5	3.2	5	3.68	44.7	1.49	23.95	Presencial	En desacuerdo	De acuerdo	3	5	5	5	4	1	En desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	De acuerdo	Indeciso	En desacuerdo	Indeciso	Poco	Bastante	Poco	Poco	Poco	Algunas veces	Frecuentemente	Casi nunca	Algunas veces	Algunas veces	17
237	SB11201910040451	Femenino	0	17.66	Si	Media	Publico	3	Credito	3.85	4.6	2.8	2.9	5	3.83	63.6	2.12	21.56	Presencial	En desacuerdo	De acuerdo	3	2	2	2	5	1	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	En desacuerdo	En desacuerdo	Indeciso	Indeciso	En desacuerdo	Poco	No en lo absoluto	Bastante	Poco	Poco	Frecuentemente	Casi nunca	Algunas veces	Casi nunca	Algunas veces	12
238	SB11201910021361	Femenino	0	19.05	Si	Media	Publico	3	Credito	3.71	4.3	3.2	2.9	3.8	3.3	35.4	1.18	20.28	Virtual	De acuerdo	En desacuerdo	1	5	1	3	5	2	Totalmente en desacuerdo	Totalmente de acuerdo	En desacuerdo	Indeciso	Indeciso	De acuerdo	De acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Casi siempre	Algunas veces	Frecuentemente	Frecuentemente	Frecuentemente	18
239	SB11201910040411	Masculino	1	17.57	Si	Media	Publico	3	Credito	4.2	4.3	4	3	4.6	3.98	48	1.6	23.48	Presencial	De acuerdo	En desacuerdo	1	4	3	1	4	1	Totalmente de acuerdo	Totalmente en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	En desacuerdo	En desacuerdo	Mucho	Bastante	Poco	Poco	Bastante	Frecuentemente	Algunas veces	Casi nunca	Algunas veces	Algunas veces	11
240	SB11201910021577	Femenino	0	20.41	Si	Baja	Publico	1	Credito	3.25	1.9	3.1	3.3	5	3.33	41.1	1.37	24.49	Presencial	En desacuerdo	En desacuerdo	1	2	3	2	4	5	En desacuerdo	Totalmente de acuerdo	De acuerdo	De acuerdo	En desacuerdo	En desacuerdo	Indeciso	Mucho	Mucho	Poco	Poco	Mucho	Casi siempre	Algunas veces	Casi nunca	Frecuentemente	Algunas veces	9
241	SB11201910040434	Masculino	1	19.49	No	Media	Publico	2	Credito	3.83	4.3	2.8	3.7	2	3.2	62.7	2.09	22.56	Presencial	De acuerdo	De acuerdo	3	2	3	5	1	2	En desacuerdo	En desacuerdo	En desacuerdo	De acuerdo	Indeciso	Indeciso	Indeciso	Mucho	Mucho	Bastante	No en lo absoluto	Mucho	Frecuentemente	Frecuentemente	Frecuentemente	Casi nunca	Algunas veces	28
242	SB11201910021369	Femenino	0	21.8	Si	Media	Publico	3	Credito	3.66	3.7	2.1	1.5	4.3	2.9	34.8	1.16	27.32	Presencial	En desacuerdo	De acuerdo	3	2	5	2	3	3	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	De acuerdo	En desacuerdo	Indeciso	Bastante	Bastante	Bastante	Bastante	Bastante	Frecuentemente	Algunas veces	Casi nunca	Frecuentemente	Algunas veces	30
243	SB11201910028133	Masculino	1	19.99	Si	Baja	Publico	1	Credito	3.39	5	1.7	3.5	3.3	3.38	48.9	1.63	18.44	Virtual	En desacuerdo	De acuerdo	3	4	4	4	5	4	Totalmente de acuerdo	De acuerdo	Totalmente en desacuerdo	De acuerdo	Indeciso	En desacuerdo	Indeciso	Poco	Poco	Bastante	No en lo absoluto	Bastante	Algunas veces	Casi siempre	Casi siempre	Frecuentemente	Algunas veces	32
244	SB11201910021385	Femenino	0	19.71	Si	Media	Publico	2	Credito	3.88	3.5	3.3	3.3	2.3	3.1	36.9	1.23	26.02	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	4	3	4	3	1	De acuerdo	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	De acuerdo	Indeciso	Indeciso	Mucho	Mucho	No en lo absoluto	Poco	Mucho	Casi siempre	Casi nunca	Casi nunca	Casi nunca	Casi nunca	34
245	SB11201910021332	Femenino	0	16.14	Si	Media	Publico	3	Credito	3.63	5	2.2	3.7	5	3.98	81.9	2.73	18.18	Presencial	En desacuerdo	En desacuerdo	1	1	4	2	2	1	Totalmente en desacuerdo	De acuerdo	Totalmente en desacuerdo	De acuerdo	De acuerdo	En desacuerdo	Indeciso	Bastante	Bastante	No en lo absoluto	No en lo absoluto	Bastante	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Algunas veces	36
246	SB11201910028131	Femenino	0	20.68	Si	Media	Publico	2	Credito	3.98	4.8	3.3	2.8	5	3.98	53.3	2.11	20.25	Presencial	De acuerdo	De acuerdo	3	5	5	1	1	3	En desacuerdo	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	Indeciso	En desacuerdo	De acuerdo	Bastante	Bastante	No en lo absoluto	No en lo absoluto	Bastante	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	38
247	SB11201910021362	Masculino	1	17.84	Si	Baja	Publico	1	Credito	3.64	2.2	4	4	2.1	3.08	68.4	2.28	23.57	Presencial	En desacuerdo	De acuerdo	3	3	4	1	4	4	Totalmente de acuerdo	En desacuerdo	En desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	Indeciso	Mucho	Mucho	Poco	Poco	Mucho	Frecuentemente	Frecuentemente	Frecuentemente	Casi siempre	Algunas veces	81
248	SB11201910040390	Femenino	0	18.72	Si	Baja	Publico	3	Otro	3.48	3.4	3.2	3.7	5	3.83	32.1	1.07	21.1	Presencial	De acuerdo	De acuerdo	3	4	2	3	1	3	Totalmente en desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	En desacuerdo	De acuerdo	En desacuerdo	Indeciso	Bastante	Bastante	Poco	No en lo absoluto	Bastante	Algunas veces	Frecuentemente	Casi siempre	Casi siempre	Algunas veces	78
249	SB11201910040349	Femenino	0	21	Si	Media	Publico	1	Credito	3.57	3.7	3.1	3.5	3	3.33	75	2.5	19.4	Presencial	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	5	5	1	2	5	De acuerdo	Totalmente de acuerdo	De acuerdo	Totalmente en desacuerdo	Indeciso	Indeciso	De acuerdo	Mucho	Mucho	No en lo absoluto	No en lo absoluto	Mucho	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Casi nunca	77
250	SB11201910021565	Femenino	0	21.29	Si	Baja	Publico	1	Otro	4.69	5	5	4.3	5	4.83	42.3	1.41	23.46	Presencial	De acuerdo	De acuerdo	3	2	1	3	1	2	Ni de acuerdo, ni en desacuerdo	De acuerdo	Totalmente de acuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Poco	Bastante	No en lo absoluto	No en lo absoluto	Bastante	Frecuentemente	Frecuentemente	Casi siempre	Frecuentemente	Casi siempre	70
251	SB11201910021553	Masculino	1	18.84	Si	Baja	Publico	1	Credito	4.88	5	5	4.3	5	4.83	69.3	2.31	24.99	Presencial	En desacuerdo	En desacuerdo	1	1	1	3	4	1	De acuerdo	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	Indeciso	En desacuerdo	De acuerdo	Mucho	Bastante	Bastante	Poco	Bastante	Casi siempre	Casi nunca	Casi nunca	Casi nunca	Frecuentemente	68
252	SB11201910021339	Femenino	0	17.83	Si	Baja	Publico	3	Otro	3.96	5	4	4	2.9	3.98	37.8	1.26	17.2	Presencial	De acuerdo	De acuerdo	3	2	1	4	4	4	Totalmente en desacuerdo	De acuerdo	En desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Bastante	Poco	Poco	Poco	Poco	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Casi nunca	65
253	SB11201910040375	Masculino	1	17.71	Si	Media	Publico	3	Credito	4.14	5	4.6	1.6	1.2	3.1	45.9	1.53	16.79	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	2	2	4	1	4	Ni de acuerdo, ni en desacuerdo	De acuerdo	Totalmente de acuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	De acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Algunas veces	54
254	SB11201910040337	Femenino	0	17.07	Si	Media	Publico	1	Credito	3.7	3.6	4.2	5	5	4.45	34.8	1.16	18.8	Presencial	En desacuerdo	De acuerdo	3	4	1	2	1	2	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Indeciso	En desacuerdo	Indeciso	Totalmente de acuerdo	Bastante	Poco	Poco	Poco	Poco	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	50
255	SB11201910040329	Femenino	0	19.48	Si	Baja	Publico	2	Credito	4.64	4.9	4.6	2.4	3	3.73	45.3	1.51	24.81	Virtual	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	5	1	5	5	3	De acuerdo	En desacuerdo	En desacuerdo	En desacuerdo	Indeciso	De acuerdo	En desacuerdo	Bastante	Bastante	Poco	Poco	Bastante	Frecuentemente	Algunas veces	Frecuentemente	Casi nunca	Casi nunca	36
256	SB11201910040398	Femenino	0	19.64	Si	Media	Publico	3	Credito	3.74	3.8	3	3.2	5	3.75	52.5	1.75	23.17	Presencial	En desacuerdo	De acuerdo	3	1	4	5	5	1	Totalmente de acuerdo	De acuerdo	En desacuerdo	Indeciso	En desacuerdo	En desacuerdo	Totalmente en desacuerdo	Poco	Poco	Poco	Bastante	Poco	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Casi siempre	35
257	SB11201910040403	Femenino	0	17.34	Si	Media	Publico	2	Credito	4.57	5	5	3	3	4	39.3	1.31	21.8	Presencial	En desacuerdo	En desacuerdo	1	5	2	4	5	1	Totalmente de acuerdo	De acuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	De acuerdo	En desacuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Casi siempre	Algunas veces	Algunas veces	Casi nunca	Algunas veces	35
258	SB11201910028123	Femenino	0	19.8	Si	Media	Publico	2	Credito	3.44	3.7	3	2.1	5	3.45	59.7	1.99	18.61	Virtual	De acuerdo	En desacuerdo	1	4	5	3	1	2	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Casi siempre	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	34
259	SB11201910021560	Masculino	1	18.33	Si	Alta	Publico	3	Credito	4.06	4	4.1	2.8	2.5	3.13	35.1	1.17	22.96	Presencial	De acuerdo	De acuerdo	3	2	5	2	4	1	De acuerdo	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Algunas veces	Algunas veces	Algunas veces	Algunas veces	Algunas veces	30
260	SB11201910028116	Masculino	1	21.54	Si	Media	Publico	3	Credito	4.22	5	4.2	2.3	4	3.88	36.9	1.23	20.22	Presencial	En desacuerdo	De acuerdo	3	1	4	4	2	2	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	En desacuerdo	En desacuerdo	De acuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Poco	Casi nunca	Algunas veces	Casi nunca	Algunas veces	Frecuentemente	28
261	SB11201910021404	Femenino	0	19.54	Si	Baja	Publico	2	Credito	4.44	4.8	5	3.4	4.8	4.5	42.3	1.41	20.63	Presencial	En desacuerdo	De acuerdo	3	1	2	1	1	5	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Mucho	Bastante	Poco	No en lo absoluto	Bastante	Algunas veces	Frecuentemente	Frecuentemente	Algunas veces	Frecuentemente	28
262	SB11201910040414	Femenino	0	21.09	Si	Alta	Publico	1	Credito	4.34	4.9	4.5	1.8	2.5	3.43	89.4	2.98	18.58	Presencial	De acuerdo	De acuerdo	3	4	4	4	5	2	En desacuerdo	De acuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	De acuerdo	De acuerdo	De acuerdo	Poco	Poco	Poco	Poco	Poco	Frecuentemente	Frecuentemente	Frecuentemente	Frecuentemente	Frecuentemente	28
263	SB11201910040350	Masculino	1	17.78	Si	Baja	Publico	2	Otro	2.83	1.2	2.8	1.8	4.2	2.5	69.3	2.31	21.17	Presencial	En desacuerdo	De acuerdo	3	1	3	5	1	3	En desacuerdo	En desacuerdo	Totalmente en desacuerdo	Indeciso	De acuerdo	De acuerdo	Totalmente en desacuerdo	Bastante	Bastante	Poco	No en lo absoluto	Bastante	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	28
264	SB11201910040421	Femenino	0	19.82	Si	Media	Publico	2	Credito	4.18	4.7	4.7	5	2	4.1	58.2	1.94	17.61	Presencial	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	3	3	5	3	1	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Poco	Mucho	Poco	Poco	Bastante	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Algunas veces	26
265	SB11201910040425	Masculino	1	20.21	Si	Baja	Publico	2	Otro	3.98	5	4.1	2.4	2.9	3.6	33.6	1.12	17.18	Presencial	En desacuerdo	En desacuerdo	1	2	4	2	2	2	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	De acuerdo	Indeciso	Indeciso	Indeciso	Poco	Bastante	Poco	Poco	Mucho	Algunas veces	Algunas veces	Algunas veces	Algunas veces	Algunas veces	26
266	SB11201910021579	Masculino	1	20.69	No	Baja	Publico	3	Otro	4.53	5	4.3	2.6	3.6	3.88	83.1	2.77	22.18	Presencial	De acuerdo	De acuerdo	3	4	4	2	1	5	En desacuerdo	En desacuerdo	Totalmente en desacuerdo	De acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Bastante	Mucho	Bastante	No en lo absoluto	Bastante	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Algunas veces	25
267	SB11201910040382	Femenino	0	16.47	No	Media	Publico	2	Credito	3.66	3.2	3.8	4.5	2.8	3.58	63.3	2.11	20.48	Virtual	En desacuerdo	De acuerdo	3	2	4	5	4	3	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Totalmente de acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Poco	Poco	No en lo absoluto	Poco	Bastante	Casi siempre	Casi nunca	Algunas veces	Algunas veces	Algunas veces	24
268	SB11201910040339	Masculino	1	19.02	No	Baja	Publico	1	Otro	4.37	5	5	3.3	3.2	4.13	69	2.3	17.32	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	2	4	5	1	3	De acuerdo	Totalmente de acuerdo	En desacuerdo	Indeciso	Totalmente en desacuerdo	Totalmente en desacuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Casi nunca	21
269	SB11201910040340	Femenino	0	20.89	No	Baja	Publico	3	Otro	4.3	4.7	4.9	1.5	4.1	3.8	33.3	1.11	19.79	Presencial	En desacuerdo	De acuerdo	3	1	5	5	4	3	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	De acuerdo	Indeciso	Totalmente de acuerdo	Bastante	Poco	Poco	No en lo absoluto	Bastante	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Algunas veces	24
270	SB11201910021580	Masculino	1	20.71	No	Baja	Publico	3	Otro	3.14	1.5	4.1	1.5	3.3	2.6	79.2	2.64	18.19	Presencial	En desacuerdo	De acuerdo	3	1	5	2	2	5	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	De acuerdo	Totalmente de acuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	No en lo absoluto	Poco	Bastante	Poco	Poco	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	Algunas veces	22
271	SB11201910021368	Masculino	1	19.89	No	Media	Publico	3	Credito	4.4	4.6	4.8	4.1	3.6	4.28	65.4	2.18	20.64	Virtual	De acuerdo	De acuerdo	3	3	2	3	1	1	Totalmente de acuerdo	En desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Mucho	Mucho	Poco	Poco	Mucho	Casi siempre	Frecuentemente	Casi nunca	Algunas veces	Algunas veces	21
272	SB11201910021402	Masculino	1	20.53	No	Media	Publico	3	Credito	3.53	3.3	3.4	1.5	2.7	2.73	39	1.3	21.02	Presencial	De acuerdo	En desacuerdo	1	5	5	1	3	1	Totalmente en desacuerdo	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	En desacuerdo	En desacuerdo	Totalmente en desacuerdo	Mucho	Mucho	No en lo absoluto	No en lo absoluto	Mucho	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Frecuentemente	22
273	SB11201910021334	Femenino	0	16.36	No	Media	Publico	2	Credito	4.45	4.8	5	5	5	4.95	51.3	1.71	20.35	Presencial	De acuerdo	En desacuerdo	1	3	3	3	3	5	En desacuerdo	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	De acuerdo	Bastante	Poco	Poco	No en lo absoluto	Bastante	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Casi siempre	19
274	SB11201910040347	Masculino	1	17.81	No	Media	Publico	2	Credito	4.28	4.4	4.9	2.7	1	3.25	33.9	1.13	20.84	Presencial	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	2	2	2	3	2	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	De acuerdo	Indeciso	En desacuerdo	De acuerdo	Poco	Poco	Bastante	Bastante	Poco	Frecuentemente	Casi siempre	Algunas veces	Frecuentemente	Casi siempre	18
275	SB11201910021551	Femenino	0	17.7	No	Media	Publico	2	Credito	4.31	4.8	5	2.6	4	4.1	48.6	1.62	18.36	Presencial	De acuerdo	De acuerdo	3	3	1	1	2	1	De acuerdo	Totalmente en desacuerdo	En desacuerdo	De acuerdo	Indeciso	De acuerdo	De acuerdo	Poco	Mucho	Poco	Poco	Mucho	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	Casi nunca	18
276	SB11201910040334	Femenino	0	18.12	No	Alta	Publico	3	Credito	3.78	4.3	3.6	4.6	3.8	4.08	41.7	1.39	19.22	Presencial	En desacuerdo	De acuerdo	3	3	3	1	2	5	Totalmente de acuerdo	Totalmente en desacuerdo	De acuerdo	De acuerdo	En desacuerdo	En desacuerdo	Totalmente de acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Algunas veces	Algunas veces	Frecuentemente	Casi siempre	Frecuentemente	17
277	SB11201910040404	Femenino	0	16.16	No	Media	Publico	1	Credito	3.34	4.1	2.6	5	1	3.18	52.2	1.74	17.49	Presencial	De acuerdo	De acuerdo	3	4	5	5	5	4	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Bastante	Bastante	Poco	No en lo absoluto	Mucho	Algunas veces	Algunas veces	Casi nunca	Frecuentemente	Frecuentemente	17
278	SB11201910047364	Femenino	0	21.41	No	Media	Publico	1	Credito	3.89	4.5	4	2.5	3.9	3.73	77.2	2.24	16.91	Presencial	En desacuerdo	En desacuerdo	1	4	3	5	5	4	Totalmente de acuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	De acuerdo	En desacuerdo	Totalmente en desacuerdo	De acuerdo	Bastante	Bastante	No en lo absoluto	No en lo absoluto	Mucho	Casi siempre	Algunas veces	Casi nunca	Algunas veces	Algunas veces	12
279	SB11201910040395	Masculino	1	17.85	No	Media	Publico	2	Credito	2.98	3.7	1.3	4.9	4.4	3.58	49.8	1.66	19.86	Virtual	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	5	1	5	1	1	Totalmente en desacuerdo	Totalmente de acuerdo	En desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Poco	Bastante	Poco	Poco	Bastante	Algunas veces	Algunas veces	Algunas veces	Algunas veces	Algunas veces	10
280	SB11201910028100	Masculino	1	19.14	No	Media	Publico	1	Credito	3.43	5	2	3.2	2.4	3.15	67.5	2.25	16.76	Virtual	En desacuerdo	De acuerdo	3	4	4	1	5	2	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Indeciso	En desacuerdo	En desacuerdo	Indeciso	Poco	Poco	Bastante	Poco	Poco	Casi siempre	Casi nunca	Casi nunca	Algunas veces	Algunas veces	10
281	SB11201910040474	Masculino	1	17.39	No	Media	Publico	3	Credito	4.06	5	3	3.3	4.9	4.05	76.8	2.56	21.23	Presencial	En desacuerdo	De acuerdo	3	1	1	2	5	3	De acuerdo	Ni de acuerdo, ni en desacuerdo	En desacuerdo	Indeciso	Indeciso	Indeciso	De acuerdo	Poco	Bastante	Mucho	Poco	Bastante	Frecuentemente	Algunas veces	Casi nunca	Algunas veces	Casi siempre	9
282	SB11201910029010	Masculino	1	18.96	No	Baja	Publico	3	Otro	3.71	4.3	2.6	3.7	2.5	3.28	48.6	1.62	22.43	Presencial	En desacuerdo	De acuerdo	3	4	2	5	3	1	En desacuerdo	En desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	Indeciso	En desacuerdo	De acuerdo	Poco	Poco	Bastante	Poco	Bastante	Casi siempre	Frecuentemente	Casi nunca	Algunas veces	Casi nunca	9
283	SB11201910021561	Masculino	1	21.37	No	Media	Publico	3	Credito	3.2	4	2.4	4.4	5	3.95	64.2	2.14	16.21	Presencial	De acuerdo	De acuerdo	3	1	2	4	2	3	Totalmente en desacuerdo	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	Indeciso	En desacuerdo	En desacuerdo	Bastante	Poco	Poco	No en lo absoluto	Bastante	Algunas veces	Algunas veces	Frecuentemente	Algunas veces	Algunas veces	40
284	SB11201910021328	Femenino	0	18.5	No	Baja	Publico	3	Otro	3.65	4.7	2.6	1.7	5	3.5	36.3	1.21	20.23	Virtual	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	2	2	2	2	2	Totalmente de acuerdo	En desacuerdo	En desacuerdo	De acuerdo	De acuerdo	Totalmente en desacuerdo	Indeciso	Mucho	Mucho	No en lo absoluto	Poco	Mucho	Casi siempre	Frecuentemente	Algunas veces	Frecuentemente	Algunas veces	42
285	SB11201910028112	Femenino	0	16.68	No	Media	Publico	1	Otro	3.06	4.5	1.6	3.7	3.5	3.33	49.8	1.66	16.16	Virtual	De acuerdo	En desacuerdo	1	1	3	1	4	3	De acuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Indeciso	Indeciso	En desacuerdo	Totalmente en desacuerdo	Bastante	Poco	Bastante	Bastante	Poco	Casi siempre	Casi nunca	Algunas veces	Casi nunca	Algunas veces	44
